ticker,signal,regime,entry,exit,pnl,position_size,bars_held,timestamp_open,timestamp_close,close_reason,label,bucket
QQQ,BUY,BULL_TREND,630.56,635.46,6.7586,1.538952,13,2026-01-27 14:30:00+00:00,2026-01-28 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
QQQ,BUY,BULL_TREND,635.46,632.2,-6.6387,1.762903,4,2026-01-28 14:30:00+00:00,2026-01-28 16:30:00+00:00,STOP_LOSS,FULL,FULL
QQQ,SELL,TREND,623.11,629.36,-8.4135,1.245797,11,2026-01-29 15:00:00+00:00,2026-01-29 20:30:00+00:00,STOP_LOSS,FULL,FULL
QQQ,BUY,BULL_TREND,629.36,623.83,-6.4326,1.066938,5,2026-01-29 20:30:00+00:00,2026-01-30 16:30:00+00:00,STOP_LOSS,FULL,FULL
QQQ,SELL,BEAR_TREND,622.0,627.695,-5.8056,0.936822,12,2026-01-30 17:30:00+00:00,2026-02-02 17:00:00+00:00,STOP_LOSS,FULL,FULL
QQQ,SELL,BEAR_TREND,617.68,610.44,5.9545,0.881938,10,2026-02-03 16:00:00+00:00,2026-02-04 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
QQQ,SELL,BEAR_TREND,610.44,603.0,6.0255,0.866027,5,2026-02-04 14:30:00+00:00,2026-02-04 17:00:00+00:00,TAKE_PROFIT,FULL,FULL
QQQ,SELL,BEAR_TREND,603.0,609.63,-5.4139,0.76063,33,2026-02-04 17:00:00+00:00,2026-02-06 20:30:00+00:00,STOP_LOSS,FULL,FULL
QQQ,SELL,TREND,603.28,594.16,7.7383,0.895148,21,2026-02-12 17:00:00+00:00,2026-02-17 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
QQQ,SELL,BEAR_TREND,594.16,600.83,-5.8627,0.819884,4,2026-02-17 14:30:00+00:00,2026-02-17 16:30:00+00:00,STOP_LOSS,FULL,FULL
QQQ,SELL,TREND,600.66,607.38,-6.1339,0.851222,10,2026-02-23 16:30:00+00:00,2026-02-24 15:00:00+00:00,STOP_LOSS,FULL,FULL
QQQ,BUY,BULL_TREND,615.48,605.7,-10.7742,1.049654,14,2026-02-25 14:30:00+00:00,2026-02-26 15:00:00+00:00,STOP_LOSS,FULL,FULL
QQQ,SELL,BEAR_TREND,605.7,595.24,11.5556,1.157429,38,2026-02-26 15:00:00+00:00,2026-03-03 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
QQQ,SELL,BEAR_TREND,595.24,602.675,-5.9989,0.757708,8,2026-03-03 14:30:00+00:00,2026-03-03 18:30:00+00:00,STOP_LOSS,FULL,FULL
QQQ,BUY,BULL_TREND,610.98,603.065,-6.0976,0.726122,18,2026-03-04 15:00:00+00:00,2026-03-05 17:30:00+00:00,STOP_LOSS,FULL,FULL
QQQ,BUY,TREND,611.6099,599.8699,-9.9708,0.815944,22,2026-03-10 15:30:00+00:00,2026-03-12 13:30:00+00:00,STOP_LOSS,FULL,FULL
QQQ,SELL,BEAR_TREND,593.13,601.91,-8.1314,0.877984,5,2026-03-13 17:30:00+00:00,2026-03-16 13:30:00+00:00,STOP_LOSS,FULL,FULL
QQQ,BUY,TREND,604.952,598.97,-6.5014,1.006215,12,2026-03-17 14:30:00+00:00,2026-03-18 14:00:00+00:00,STOP_LOSS,FULL,FULL
QQQ,SELL,TREND,591.3,585.04,5.9212,1.022311,20,2026-03-19 13:30:00+00:00,2026-03-20 17:00:00+00:00,TAKE_PROFIT,FULL,FULL
DIA,BUY,BULL_TREND,494.49,486.74,-20.5583,2.525778,14,2026-01-15 20:30:00+00:00,2026-01-20 14:30:00+00:00,STOP_LOSS,FULL,FULL
DIA,SELL,BEAR_TREND,486.74,489.61,-5.5944,1.715199,15,2026-01-20 14:30:00+00:00,2026-01-21 15:30:00+00:00,STOP_LOSS,FULL,FULL
DIA,BUY,TREND,490.47,494.79,5.9986,1.52863,7,2026-01-21 19:00:00+00:00,2026-01-22 16:00:00+00:00,TAKE_PROFIT,FULL,FULL
DIA,BUY,BULL_TREND,494.79,490.911,-6.0992,1.427807,11,2026-01-22 16:00:00+00:00,2026-01-23 15:00:00+00:00,STOP_LOSS,FULL,FULL
DIA,SELL,TREND,489.86,492.74,-5.83,1.780599,8,2026-01-23 17:30:00+00:00,2026-01-26 15:00:00+00:00,STOP_LOSS,FULL,FULL
DIA,BUY,BULL_TREND,494.44,490.045,-11.6651,2.436812,2,2026-01-26 20:00:00+00:00,2026-01-27 14:30:00+00:00,STOP_LOSS,FULL,FULL
DIA,SELL,BEAR_TREND,490.045,486.22,6.6387,1.932082,42,2026-01-27 14:30:00+00:00,2026-01-30 16:00:00+00:00,TAKE_PROFIT,FULL,FULL
DIA,BUY,BULL_TREND,493.91,490.14,-6.9184,1.662248,11,2026-02-02 18:30:00+00:00,2026-02-03 17:30:00+00:00,STOP_LOSS,FULL,FULL
DIA,SELL,TREND,490.14,493.455,-6.1729,1.663967,7,2026-02-03 17:30:00+00:00,2026-02-04 14:30:00+00:00,STOP_LOSS,FULL,FULL
DIA,BUY,BULL_TREND,496.07,492.12,-5.8604,1.349179,12,2026-02-04 15:00:00+00:00,2026-02-05 14:30:00+00:00,STOP_LOSS,FULL,FULL
DIA,BUY,TREND,498.7,505.16,7.4085,1.223366,21,2026-02-06 17:00:00+00:00,2026-02-10 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
DIA,BUY,BULL_TREND,505.16,502.05,-6.1479,1.750717,7,2026-02-10 14:30:00+00:00,2026-02-10 18:00:00+00:00,STOP_LOSS,FULL,FULL
DIA,BUY,BULL_TREND,496.73,492.845,-5.4553,1.27481,42,2026-02-13 16:30:00+00:00,2026-02-19 18:00:00+00:00,STOP_LOSS,FULL,FULL
DIA,SELL,BEAR_TREND,488.095,492.35,-6.2062,1.334989,9,2026-02-23 17:00:00+00:00,2026-02-24 15:00:00+00:00,STOP_LOSS,FULL,FULL
DIA,BUY,BULL_TREND,496.18,492.75,-7.8256,2.046337,1,2026-02-26 14:30:00+00:00,2026-02-26 15:00:00+00:00,STOP_LOSS,FULL,FULL
DIA,BUY,BULL_TREND,495.4799,492.49,-5.2402,1.548564,4,2026-02-26 15:30:00+00:00,2026-02-26 17:30:00+00:00,STOP_LOSS,FULL,FULL
DIA,SELL,BEAR_TREND,488.81,478.47,12.9255,1.298108,22,2026-02-27 16:30:00+00:00,2026-03-03 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
DIA,SELL,TREND,478.47,483.44,-5.1775,0.966538,5,2026-03-03 14:30:00+00:00,2026-03-03 17:00:00+00:00,STOP_LOSS,FULL,FULL
DIA,SELL,BEAR_TREND,478.48,471.02,8.3512,1.179013,8,2026-03-05 17:00:00+00:00,2026-03-06 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
DIA,SELL,BEAR_TREND,471.02,477.56,-6.8824,0.994274,24,2026-03-06 14:30:00+00:00,2026-03-09 19:00:00+00:00,STOP_LOSS,FULL,FULL
DIA,SELL,TREND,477.72,468.89,9.1399,1.081023,14,2026-03-10 19:30:00+00:00,2026-03-12 13:30:00+00:00,TAKE_PROFIT,FULL,FULL
DIA,SELL,TREND,468.89,474.23,-6.1671,1.078273,39,2026-03-12 13:30:00+00:00,2026-03-17 13:30:00+00:00,STOP_LOSS,FULL,FULL
DIA,SELL,BEAR_TREND,464.11,458.55,8.4828,1.633464,4,2026-03-18 18:30:00+00:00,2026-03-19 14:00:00+00:00,TAKE_PROFIT,FULL,FULL
IWM,BUY,BULL_TREND,266.635,264.24,-5.6613,2.172072,2,2026-01-21 15:30:00+00:00,2026-01-21 16:30:00+00:00,STOP_LOSS,FULL,FULL
IWM,BUY,BULL_TREND,264.25,268.035,7.1684,2.00764,4,2026-01-21 17:30:00+00:00,2026-01-21 19:30:00+00:00,TAKE_PROFIT,FULL,FULL
IWM,BUY,BULL_TREND,268.035,264.7651,-6.3344,1.819338,22,2026-01-21 19:30:00+00:00,2026-01-23 17:30:00+00:00,STOP_LOSS,FULL,FULL
IWM,BUY,BULL_TREND,264.43,261.75,-8.9633,3.102148,18,2026-01-27 19:00:00+00:00,2026-01-29 15:00:00+00:00,STOP_LOSS,FULL,FULL
IWM,SELL,TREND,259.6,262.765,-5.9638,1.766932,5,2026-01-30 19:30:00+00:00,2026-02-02 15:30:00+00:00,STOP_LOSS,FULL,FULL
IWM,BUY,TREND,264.05,259.3,-6.9222,1.396326,51,2026-02-06 16:30:00+00:00,2026-02-12 16:00:00+00:00,STOP_LOSS,FULL,FULL
IWM,BUY,TREND,263.605,260.09,-7.9048,2.123177,31,2026-02-24 18:30:00+00:00,2026-02-27 14:30:00+00:00,STOP_LOSS,FULL,FULL
IWM,SELL,BEAR_TREND,260.09,263.37,-5.8326,1.670893,19,2026-02-27 14:30:00+00:00,2026-03-02 17:30:00+00:00,STOP_LOSS,FULL,FULL
IWM,SELL,BEAR_TREND,254.43,250.335,6.0044,1.541686,7,2026-03-05 17:30:00+00:00,2026-03-06 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
IWM,SELL,BEAR_TREND,250.335,245.66,5.9135,1.320426,13,2026-03-06 14:30:00+00:00,2026-03-09 13:30:00+00:00,TAKE_PROFIT,FULL,FULL
IWM,SELL,BEAR_TREND,245.66,249.455,-5.1592,1.291563,6,2026-03-09 13:30:00+00:00,2026-03-09 16:30:00+00:00,STOP_LOSS,FULL,FULL
IWM,SELL,TREND,253.37,248.17,6.9677,1.393136,14,2026-03-10 19:30:00+00:00,2026-03-12 13:30:00+00:00,TAKE_PROFIT,FULL,FULL
IWM,SELL,TREND,248.49,243.97,5.8704,1.357366,61,2026-03-12 16:00:00+00:00,2026-03-19 14:00:00+00:00,TAKE_PROFIT,FULL,FULL
IWM,SELL,TREND,245.1202,241.515,6.0419,1.770787,20,2026-03-19 15:00:00+00:00,2026-03-20 18:30:00+00:00,TAKE_PROFIT,FULL,FULL
MSFT,SELL,BEAR_TREND,453.25,443.95,9.5097,1.063154,16,2026-01-20 15:00:00+00:00,2026-01-21 16:30:00+00:00,TAKE_PROFIT,FULL,FULL
MSFT,SELL,BEAR_TREND,443.95,449.16,-5.7387,1.03042,12,2026-01-21 16:30:00+00:00,2026-01-22 16:00:00+00:00,STOP_LOSS,FULL,FULL
MSFT,BUY,BULL_TREND,467.73,477.69,8.2542,0.861802,24,2026-01-23 15:30:00+00:00,2026-01-27 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
MSFT,BUY,BULL_TREND,479.19,428.52,-49.3158,0.966734,23,2026-01-27 16:00:00+00:00,2026-01-29 14:30:00+00:00,STOP_LOSS,FULL,FULL
MSFT,SELL,BEAR_TREND,428.52,412.31,6.6213,0.416954,40,2026-01-29 14:30:00+00:00,2026-02-03 15:00:00+00:00,TAKE_PROFIT,FULL,FULL
MSFT,SELL,BEAR_TREND,412.31,400.74,9.4655,0.841417,25,2026-02-03 15:00:00+00:00,2026-02-05 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
MSFT,SELL,BEAR_TREND,400.74,409.92,-6.3702,0.669987,27,2026-02-05 14:30:00+00:00,2026-02-09 15:00:00+00:00,STOP_LOSS,FULL,FULL
MSFT,SELL,BEAR_TREND,414.5136,405.891,8.7259,1.051581,2,2026-02-10 20:00:00+00:00,2026-02-11 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
MSFT,SELL,BEAR_TREND,405.891,395.19,8.7288,0.840535,39,2026-02-11 14:30:00+00:00,2026-02-17 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
MSFT,SELL,TREND,395.19,401.9,-6.2909,0.894678,15,2026-02-17 14:30:00+00:00,2026-02-18 15:30:00+00:00,STOP_LOSS,FULL,FULL
MSFT,SELL,BEAR_TREND,385.765,398.025,-12.375,0.983827,22,2026-02-23 16:30:00+00:00,2026-02-25 14:30:00+00:00,STOP_LOSS,FULL,FULL
MSFT,BUY,TREND,405.79,400.98,-5.2738,1.027871,3,2026-02-26 14:30:00+00:00,2026-02-26 16:00:00+00:00,STOP_LOSS,FULL,FULL
MSFT,SELL,BEAR_TREND,394.39,400.9205,-5.7069,0.832973,17,2026-02-27 14:30:00+00:00,2026-03-02 16:30:00+00:00,STOP_LOSS,FULL,FULL
MSFT,BUY,BULL_TREND,412.07,405.53,-6.0143,0.876149,10,2026-03-06 16:00:00+00:00,2026-03-09 13:30:00+00:00,STOP_LOSS,FULL,FULL
MSFT,SELL,TREND,396.565,401.8,-6.2581,1.126284,18,2026-03-13 17:30:00+00:00,2026-03-17 13:30:00+00:00,STOP_LOSS,FULL,FULL
MSFT,SELL,TREND,397.95,393.44,5.6442,1.345371,6,2026-03-18 13:30:00+00:00,2026-03-18 16:30:00+00:00,TAKE_PROFIT,FULL,FULL
MSFT,SELL,BEAR_TREND,393.44,388.77,6.1727,1.416073,8,2026-03-18 16:30:00+00:00,2026-03-19 14:00:00+00:00,TAKE_PROFIT,FULL,FULL
MSFT,SELL,BEAR_TREND,388.77,382.8,7.0269,1.240682,12,2026-03-19 14:00:00+00:00,2026-03-20 13:30:00+00:00,TAKE_PROFIT,FULL,FULL
NVDA,BUY,BULL_TREND,189.24,186.23,-5.435,1.720472,12,2026-01-16 14:30:00+00:00,2026-01-16 20:30:00+00:00,STOP_LOSS,FULL,FULL
NVDA,SELL,TREND,179.95,182.98,-5.4224,1.707114,22,2026-01-20 14:30:00+00:00,2026-01-21 19:00:00+00:00,STOP_LOSS,FULL,FULL
NVDA,BUY,BULL_TREND,185.7355,189.7058,6.3677,1.667588,39,2026-01-22 16:00:00+00:00,2026-01-27 16:00:00+00:00,TAKE_PROFIT,FULL,FULL
NVDA,BUY,BULL_TREND,189.7058,186.4298,-8.7962,2.568126,25,2026-01-27 16:00:00+00:00,2026-01-29 15:30:00+00:00,STOP_LOSS,FULL,FULL
NVDA,SELL,TREND,186.4298,189.545,-5.9046,1.807445,3,2026-01-29 15:30:00+00:00,2026-01-29 17:00:00+00:00,STOP_LOSS,FULL,FULL
NVDA,BUY,BULL_TREND,192.345,186.64,-9.5101,1.624454,9,2026-01-30 16:30:00+00:00,2026-02-02 14:30:00+00:00,STOP_LOSS,FULL,FULL
NVDA,SELL,BEAR_TREND,181.83,177.1952,6.5247,1.452178,14,2026-02-03 14:30:00+00:00,2026-02-04 15:00:00+00:00,TAKE_PROFIT,FULL,FULL
NVDA,SELL,BEAR_TREND,177.1952,171.585,7.7997,1.425136,13,2026-02-04 15:00:00+00:00,2026-02-05 15:00:00+00:00,TAKE_PROFIT,FULL,FULL
NVDA,BUY,TREND,183.98,191.16,7.7251,1.099331,10,2026-02-06 16:00:00+00:00,2026-02-09 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
NVDA,BUY,BULL_TREND,191.16,182.41,-9.8297,1.104965,52,2026-02-09 14:30:00+00:00,2026-02-13 14:30:00+00:00,STOP_LOSS,FULL,FULL
NVDA,SELL,BEAR_TREND,182.41,186.417,-5.8167,1.399552,22,2026-02-13 14:30:00+00:00,2026-02-17 19:00:00+00:00,STOP_LOSS,FULL,FULL
NVDA,BUY,BULL_TREND,186.417,193.1,10.022,1.535114,43,2026-02-17 19:00:00+00:00,2026-02-23 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
NVDA,BUY,TREND,190.95,195.84,8.464,1.788166,21,2026-02-23 17:00:00+00:00,2026-02-25 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
NVDA,BUY,BULL_TREND,197.0999,189.39,-19.3539,2.461887,4,2026-02-25 19:00:00+00:00,2026-02-26 14:30:00+00:00,STOP_LOSS,FULL,FULL
NVDA,SELL,BEAR_TREND,186.095,179.795,9.044,1.469094,12,2026-02-26 15:00:00+00:00,2026-02-27 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
NVDA,SELL,BEAR_TREND,179.795,184.52,-6.4647,1.32673,47,2026-02-27 14:30:00+00:00,2026-03-04 18:30:00+00:00,STOP_LOSS,FULL,FULL
NVDA,SELL,BEAR_TREND,180.57,184.045,-5.7484,1.586986,30,2026-03-05 19:30:00+00:00,2026-03-10 14:00:00+00:00,STOP_LOSS,FULL,FULL
NVDA,BUY,TREND,185.95,182.38,-6.0485,1.627733,23,2026-03-10 15:00:00+00:00,2026-03-12 13:30:00+00:00,STOP_LOSS,FULL,FULL
NVDA,SELL,BEAR_TREND,183.09,177.673,7.6533,1.450903,26,2026-03-17 13:30:00+00:00,2026-03-19 13:30:00+00:00,TAKE_PROFIT,FULL,FULL
NVDA,SELL,BEAR_TREND,178.156,175.07,6.1884,2.10066,14,2026-03-19 16:30:00+00:00,2026-03-20 17:00:00+00:00,TAKE_PROFIT,FULL,FULL
NVDA,SELL,BEAR_TREND,175.07,172.43,5.8079,2.321238,4,2026-03-20 17:00:00+00:00,2026-03-20 19:00:00+00:00,TAKE_PROFIT,FULL,FULL
AMZN,SELL,TREND,233.46,227.96,8.7296,1.641629,12,2026-01-20 17:00:00+00:00,2026-01-21 16:30:00+00:00,TAKE_PROFIT,FULL,FULL
AMZN,SELL,BEAR_TREND,227.96,232.18,-6.9183,1.570287,6,2026-01-21 16:30:00+00:00,2026-01-21 19:30:00+00:00,STOP_LOSS,FULL,FULL
AMZN,BUY,BULL_TREND,238.0,242.04,7.2358,1.881196,26,2026-01-23 15:00:00+00:00,2026-01-27 15:00:00+00:00,TAKE_PROFIT,FULL,FULL
AMZN,BUY,BULL_TREND,241.77,247.29,10.0998,1.897689,10,2026-01-27 16:00:00+00:00,2026-01-28 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
AMZN,BUY,BULL_TREND,247.29,243.1,-8.7264,1.990288,2,2026-01-28 14:30:00+00:00,2026-01-28 15:30:00+00:00,STOP_LOSS,FULL,FULL
AMZN,SELL,BEAR_TREND,237.15,241.68,-7.6934,1.62881,10,2026-01-29 15:30:00+00:00,2026-01-29 20:30:00+00:00,STOP_LOSS,FULL,FULL
AMZN,BUY,BULL_TREND,241.68,238.64,-5.3356,1.651432,8,2026-01-29 20:30:00+00:00,2026-01-30 18:00:00+00:00,STOP_LOSS,FULL,FULL
AMZN,SELL,BEAR_TREND,232.93,224.01,11.2109,1.282594,5,2026-02-04 18:30:00+00:00,2026-02-05 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
AMZN,SELL,BEAR_TREND,224.01,202.2525,20.9334,0.969332,13,2026-02-05 14:30:00+00:00,2026-02-06 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
AMZN,SELL,BEAR_TREND,202.2525,210.525,-6.203,0.734871,6,2026-02-06 14:30:00+00:00,2026-02-06 17:30:00+00:00,STOP_LOSS,FULL,FULL
AMZN,SELL,BEAR_TREND,207.26,198.335,6.6745,0.761384,47,2026-02-06 18:00:00+00:00,2026-02-12 15:30:00+00:00,TAKE_PROFIT,FULL,FULL
AMZN,SELL,BEAR_TREND,198.335,204.7895,-9.9535,1.503922,37,2026-02-12 15:30:00+00:00,2026-02-18 14:30:00+00:00,STOP_LOSS,FULL,FULL
AMZN,SELL,TREND,203.735,208.44,-9.5702,1.964422,13,2026-02-19 15:00:00+00:00,2026-02-20 15:00:00+00:00,STOP_LOSS,FULL,FULL
AMZN,SELL,BEAR_TREND,205.57,209.1,-5.296,1.432402,16,2026-02-23 14:30:00+00:00,2026-02-24 16:00:00+00:00,STOP_LOSS,FULL,FULL
AMZN,SELL,BEAR_TREND,209.32,205.75,8.0173,2.354283,6,2026-02-26 14:30:00+00:00,2026-02-26 17:30:00+00:00,TAKE_PROFIT,FULL,FULL
AMZN,SELL,BEAR_TREND,205.75,208.6,-6.1681,2.044509,9,2026-02-26 17:30:00+00:00,2026-02-27 15:30:00+00:00,STOP_LOSS,FULL,FULL
AMZN,BUY,TREND,215.635,207.47,-10.8889,1.307039,36,2026-03-04 16:00:00+00:00,2026-03-09 13:30:00+00:00,STOP_LOSS,FULL,FULL
AMZN,SELL,BEAR_TREND,207.47,212.675,-7.4514,1.386265,11,2026-03-09 13:30:00+00:00,2026-03-09 19:00:00+00:00,STOP_LOSS,FULL,FULL
AMZN,BUY,BULL_TREND,212.675,208.65,-6.3462,1.513912,31,2026-03-09 19:00:00+00:00,2026-03-12 15:00:00+00:00,STOP_LOSS,FULL,FULL
AMZN,SELL,TREND,210.05,214.2,-7.7095,1.784056,32,2026-03-12 17:00:00+00:00,2026-03-17 13:30:00+00:00,STOP_LOSS,FULL,FULL
AMZN,BUY,BULL_TREND,214.2,211.4098,-5.5552,1.877192,18,2026-03-17 13:30:00+00:00,2026-03-18 16:00:00+00:00,STOP_LOSS,FULL,FULL
AMZN,SELL,TREND,211.4098,208.3099,6.3419,2.162065,8,2026-03-18 16:00:00+00:00,2026-03-19 13:30:00+00:00,TAKE_PROFIT,FULL,FULL
META,SELL,BEAR_TREND,609.17,617.811,-5.514,0.603597,21,2026-01-20 15:30:00+00:00,2026-01-21 19:30:00+00:00,STOP_LOSS,FULL,FULL
META,BUY,BULL_TREND,635.8999,655.67,8.7308,0.453651,12,2026-01-22 15:00:00+00:00,2026-01-23 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
META,BUY,BULL_TREND,655.67,670.77,7.8018,0.535714,14,2026-01-23 14:30:00+00:00,2026-01-26 15:00:00+00:00,TAKE_PROFIT,FULL,FULL
META,BUY,BULL_TREND,719.885,696.0,-7.415,0.303375,37,2026-01-29 16:00:00+00:00,2026-02-03 15:00:00+00:00,STOP_LOSS,FULL,FULL
META,SELL,BEAR_TREND,672.57,655.4699,6.9319,0.418196,26,2026-02-04 14:30:00+00:00,2026-02-06 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
META,SELL,BEAR_TREND,655.4699,671.69,-5.8012,0.346185,16,2026-02-06 14:30:00+00:00,2026-02-09 16:00:00+00:00,STOP_LOSS,FULL,FULL
META,BUY,BULL_TREND,679.0,662.11,-6.3472,0.364369,23,2026-02-09 16:30:00+00:00,2026-02-11 15:00:00+00:00,STOP_LOSS,FULL,FULL
META,SELL,TREND,649.715,631.335,8.6127,0.481831,14,2026-02-12 20:30:00+00:00,2026-02-17 14:30:00+00:00,TAKE_PROFIT,FULL,FULL
META,SELL,BEAR_TREND,631.335,643.12,-5.8995,0.479653,25,2026-02-17 14:30:00+00:00,2026-02-18 20:30:00+00:00,STOP_LOSS,FULL,FULL
META,BUY,BULL_TREND,661.26,649.3,-6.5754,0.526896,11,2026-02-20 15:30:00+00:00,2026-02-23 14:30:00+00:00,STOP_LOSS,FULL,FULL
